Sex,Species,Start,Finish,Transfer
Male,Betazoid,Engineering,Resigned,no
Male,Human,Marines,Resigned,no
Male,Human,Medical,Medical,yes
Male,Human,Operations,Resigned,no
Male,Betazoid,Engineering,Resigned,no
Male,Human,Security,Security,yes
Male,Betazoid,Tactical,Resigned,yes
Female,Betazoid,Marines,Resigned,no
Male,Human,Tactical,Resigned,yes
Male,Human,Tactical,Resigned,no
Male,Human,Marines,Engineering,no
Female,Betazoid,Marines,Resigned,no
Female,Human,Security,Resigned,no
Male,Human,Operations,Resigned,yes
Male,Human,Security,Intelligence,no
Female,Human,Intelligence,Resigned,yes
Male,Human,Engineering,Resigned,yes
Male,Human,Medical,Marines,no
Male,Human,Marines,Security,no
Male,Human,Tactical,Resigned,no
Female,Human,Tactical,Resigned,no
Male,Betazoid,Tactical,Security,yes
Male,Betazoid,Tactical,Resigned,no
Male,Vulcan,Medical,Resigned,no
Male,Human,Operations,Operations,yes
Male,Betazoid,Marines,Resigned,no
Male,Human,Security,Security,yes
Male,Betazoid,Tactical,Resigned,no
Male,Betazoid,Marines,Resigned,no
Male,Human,Engineering,Resigned,no
Male,Human,Marines,Resigned,yes
Male,Human,Engineering,Resigned,no
Male,Human,Operations,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Betazoid,Marines,Resigned,no
Male,Human,Marines,Resigned,no
Male,Human,Security,Resigned,no
Male,Bajoran,Tactical,Tactical,yes
Male,Human,Marines,Resigned,no
Male,Human,Marines,Resigned,no
Male,Human,Security,Resigned,yes
Male,Betazoid,Medical,Medical,no
Male,Human,Security,Security,yes
Male,Human,Engineering,Intelligence,no
Male,Human,Security,Resigned,no
Male,Vulcan,Medical,Operations,no
Male,Human,Operations,Resigned,no
Male,Betazoid,Marines,Resigned,no
Male,Human,Security,Resigned,no
Male,Betazoid,Marines,Operations,no
Male,Vulcan,Tactical,Marines,no
Female,Vulcan,Marines,Resigned,no
Male,Human,Tactical,Resigned,yes
Male,Human,Security,Security,yes
Male,Betazoid,Tactical,Resigned,yes
Female,Human,Intelligence,Security,no
Male,Human,Intelligence,Resigned,no
Male,Vulcan,Medical,Medical,no
Male,Human,Medical,Resigned,yes
Female,Betazoid,Operations,Resigned,no
Female,Bajoran,Marines,Resigned,no
Male,Betazoid,Intelligence,Engineering,no
Female,Bajoran,Tactical,Resigned,no
Male,Betazoid,Engineering,Resigned,no
Female,Bajoran,Engineering,Marines,yes
Female,Human,Medical,Resigned,no
Male,Human,Security,Security,yes
Male,Bajoran,Engineering,Resigned,yes
Female,Human,Engineering,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Human,Engineering,Intelligence,no
Male,Human,Tactical,Tactical,no
Male,Human,Engineering,Intelligence,no
Male,Vulcan,Marines,Resigned,no
Male,Human,Intelligence,Resigned,no
Male,Human,Security,Security,yes
Male,Human,Security,Resigned,no
Male,Human,Engineering,Engineering,yes
Male,Human,Engineering,Resigned,yes
Male,Human,Operations,Operations,no
Male,Human,Engineering,Resigned,no
Male,Human,Security,Engineering,yes
Male,Human,Security,Resigned,yes
Male,Human,Security,Security,no
Male,Human,Security,Security,no
Male,Human,Intelligence,Resigned,no
Male,Human,Tactical,Tactical,no
Female,Human,Medical,Resigned,no
Female,Human,Marines,Resigned,no
Male,Human,Personnel,Operations,no
Male,Human,Tactical,Resigned,no
Male,Human,Engineering,Medical,no
Male,Vulcan,Tactical,Tactical,no
Male,Bajoran,Engineering,Resigned,no
Male,Human,Security,Intelligence,no
Male,Bajoran,Tactical,Resigned,no
Male,Human,Personnel,Resigned,no
Male,Human,Security,Security,yes
Male,Human,Tactical,Resigned,no
Male,Betazoid,Tactical,Resigned,yes
Male,Human,Marines,Intelligence,no
Male,Vulcan,Tactical,Intelligence,no
Female,Human,Marines,Operations,yes
Male,Human,Security,Resigned,no
Male,Betazoid,Engineering,Resigned,yes
Male,Human,Tactical,Tactical,no
Male,Human,Medical,Medical,no
Female,Human,Medical,Operations,no
Male,Betazoid,Intelligence,Resigned,no
Male,Human,Intelligence,Operations,no
Male,Human,Tactical,Resigned,yes
Male,Betazoid,Tactical,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Betazoid,Engineering,Tactical,no
Male,Human,Marines,Resigned,no
Female,Human,Security,Engineering,no
Male,Human,Marines,Resigned,no
Male,Human,Engineering,Engineering,yes
Female,Human,Medical,Intelligence,no
Male,Human,Operations,Resigned,no
Male,Human,Engineering,Marines,no
Female,Human,Medical,Personnel,no
Male,Betazoid,Engineering,Resigned,no
Male,Human,Engineering,Engineering,no
Male,Human,Marines,Engineering,no
Male,Betazoid,Intelligence,Tactical,no
Female,Human,Engineering,Resigned,yes
Male,Human,Engineering,Engineering,no
Female,Human,Engineering,Resigned,no
Male,Human,Marines,Intelligence,no
Female,Human,Marines,Resigned,no
Male,Human,Tactical,Intelligence,no
Female,Human,Operations,Intelligence,yes
Male,Human,Tactical,Resigned,yes
Male,Human,Operations,Intelligence,no
Male,Human,Security,Security,yes
Female,Human,Operations,Operations,yes
Male,Human,Marines,Resigned,no
Male,Human,Engineering,Engineering,no
Male,Human,Marines,Resigned,no
Male,Human,Tactical,Security,no
Female,Human,Marines,Personnel,no
Male,Human,Medical,Resigned,no
Male,Betazoid,Engineering,Resigned,no
Male,Betazoid,Security,Resigned,yes
Male,Human,Engineering,Intelligence,no
Male,Human,Tactical,Intelligence,no
Male,Human,Engineering,Resigned,yes
Male,Human,Tactical,Intelligence,no
Male,Human,Intelligence,Security,yes
Male,Human,Tactical,Resigned,no
Male,Human,Security,Personnel,yes
Male,Human,Security,Intelligence,no
Male,Human,Medical,Resigned,no
Male,Human,Operations,Resigned,no
Male,Betazoid,Tactical,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Human,Operations,Operations,yes
Male,Bajoran,Engineering,Resigned,no
Male,Human,Tactical,Resigned,no
Female,Human,Medical,Engineering,no
Male,Human,Tactical,Tactical,yes
Male,Betazoid,Marines,Resigned,no
Male,Human,Tactical,Resigned,no
Female,Human,Tactical,Marines,yes
Male,Human,Intelligence,Engineering,no
Male,Human,Engineering,Resigned,no
Male,Betazoid,Medical,Personnel,no
Male,Human,Personnel,Resigned,no
Male,Human,Tactical,Resigned,yes
Male,Human,Marines,Engineering,no
Male,Human,Marines,Resigned,no
Male,Human,Marines,Operations,no
Male,Human,Engineering,Engineering,yes
Male,Human,Security,Security,yes
Male,Human,Security,Resigned,no
Male,Human,Personnel,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Human,Marines,Resigned,no
Female,Human,Tactical,Tactical,no
Male,Vulcan,Tactical,Personnel,no
Female,Vulcan,Personnel,Resigned,no
Female,Betazoid,Medical,Intelligence,no
Male,Human,Operations,Resigned,no
Male,Betazoid,Tactical,Tactical,no
Male,Human,Medical,Resigned,no
Male,Human,Engineering,Resigned,yes
Male,Human,Medical,Resigned,no
Male,Human,Operations,Resigned,no
Male,Human,Security,Resigned,no
Male,Human,Engineering,Engineering,yes
Male,Human,Operations,Intelligence,no
Male,Human,Security,Security,no
Male,Human,Tactical,Medical,no
Male,Human,Medical,Resigned,no
Male,Betazoid,Intelligence,Intelligence,no
Male,Human,Tactical,Intelligence,no
Male,Human,Engineering,Engineering,no
Male,Betazoid,Medical,Medical,yes
Male,Human,Engineering,Resigned,yes
Male,Human,Marines,Engineering,no
Female,Human,Intelligence,Medical,no
Male,Human,Security,Resigned,yes
Male,Bajoran,Medical,Resigned,no
Female,Human,Personnel,Personnel,no
Male,Human,Security,Security,yes
Male,Human,Engineering,Resigned,no
Male,Vulcan,Security,Security,no
Female,Human,Personnel,Resigned,no
Female,Human,Medical,Resigned,no
Female,Bajoran,Operations,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Human,Engineering,Resigned,no
Female,Human,Personnel,Medical,no
Male,Human,Tactical,Tactical,no
Male,Human,Personnel,Operations,no
Male,Betazoid,Tactical,Resigned,no
Male,Human,Security,Resigned,yes
Male,Betazoid,Tactical,Tactical,no
Male,Human,Tactical,Tactical,yes
Male,Human,Tactical,Resigned,yes
Female,Vulcan,Marines,Resigned,no
Male,Human,Marines,Resigned,no
Male,Human,Marines,Resigned,no
Male,Human,Tactical,Tactical,yes
Male,Betazoid,Engineering,Engineering,no
Male,Human,Tactical,Resigned,no
Female,Human,Security,Security,no
Male,Human,Security,Resigned,yes
Male,Human,Tactical,Resigned,no
Male,Human,Medical,Resigned,no
Female,Betazoid,Engineering,Engineering,no
Male,Human,Security,Intelligence,no
Male,Bajoran,Engineering,Engineering,yes
Male,Human,Engineering,Security,no
Male,Bajoran,Medical,Resigned,no
Male,Human,Security,Security,yes
Male,Human,Engineering,Engineering,no
Male,Human,Engineering,Intelligence,no
Male,Human,Engineering,Marines,no
Male,Human,Intelligence,Tactical,no
Male,Vulcan,Operations,Resigned,no
Male,Human,Personnel,Resigned,no
Male,Human,Engineering,Resigned,yes
Male,Human,Security,Resigned,no
Male,Human,Engineering,Marines,no
Male,Human,Operations,Operations,no
Female,Bajoran,Security,Resigned,yes
Female,Betazoid,Marines,Resigned,no
Male,Vulcan,Engineering,Resigned,no
Male,Bajoran,Intelligence,Operations,no
Male,Betazoid,Tactical,Tactical,yes
Male,Betazoid,Tactical,Resigned,no
Male,Human,Medical,Tactical,no
Female,Human,Security,Security,yes
Male,Human,Medical,Resigned,yes
Male,Human,Intelligence,Intelligence,no
Female,Human,Medical,Resigned,no
Male,Human,Tactical,Intelligence,yes
Male,Human,Medical,Medical,no
Male,Human,Operations,Resigned,no
Male,Human,Tactical,Tactical,yes
Male,Human,Tactical,Tactical,no
Male,Human,Security,Security,yes
Male,Human,Tactical,Tactical,yes
Male,Human,Engineering,Engineering,yes
Female,Bajoran,Tactical,Tactical,no
Female,Human,Security,Operations,no
Male,Human,Tactical,Intelligence,no
Male,Human,Tactical,Personnel,no
Male,Human,Medical,Resigned,no
Male,Human,Engineering,Resigned,no
Male,Human,Intelligence,Intelligence,no
Female,Human,Security,Marines,no
Female,Vulcan,Security,Resigned,no
Male,Human,Tactical,Tactical,no
Male,Human,Engineering,Operations,yes
Female,Human,Medical,Medical,no
Male,Human,Engineering,Marines,yes
Male,Human,Security,Security,no
Female,Human,Engineering,Security,no
Male,Human,Tactical,Tactical,no
Female,Human,Marines,Operations,yes
Male,Human,Security,Resigned,yes
Male,Human,Marines,Security,no
Male,Bajoran,Engineering,Engineering,yes
Male,Human,Security,Resigned,no
Male,Human,Medical,Medical,no
Female,Human,Operations,Marines,no
Male,Human,Engineering,Resigned,no
Male,Human,Intelligence,Security,yes
Male,Bajoran,Operations,Resigned,no
Male,Bajoran,Marines,Marines,no
Male,Human,Engineering,Intelligence,no
Male,Betazoid,Marines,Security,no
Male,Bajoran,Tactical,Resigned,no
Male,Human,Medical,Medical,yes
Male,Human,Operations,Operations,yes
Male,Human,Marines,Security,no
Male,Human,Medical,Medical,yes
Male,Vulcan,Engineering,Engineering,yes
Female,Betazoid,Security,Security,no
Male,Human,Engineering,Resigned,no
Female,Vulcan,Engineering,Marines,no
Female,Human,Engineering,Engineering,yes
Female,Human,Medical,Resigned,no
Male,Betazoid,Personnel,Intelligence,no
Male,Vulcan,Tactical,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Bajoran,Medical,Personnel,no
Male,Human,Engineering,Resigned,no
Female,Betazoid,Security,Security,yes
Female,Human,Medical,Intelligence,no
Male,Human,Engineering,Personnel,yes
Male,Human,Tactical,Resigned,no
Male,Human,Medical,Resigned,no
Female,Human,Medical,Intelligence,yes
Male,Human,Tactical,Resigned,yes
Male,Human,Tactical,Resigned,yes
Male,Human,Engineering,Intelligence,no
Male,Vulcan,Medical,Resigned,no
Male,Human,Marines,Tactical,no
Male,Human,Operations,Resigned,no
Male,Human,Tactical,Security,no
Male,Human,Tactical,Tactical,yes
Male,Human,Marines,Engineering,no
Male,Human,Engineering,Engineering,no
Male,Human,Security,Security,yes
Male,Human,Engineering,Security,yes
Male,Human,Engineering,Engineering,no
Male,Bajoran,Tactical,Resigned,yes
Female,Human,Medical,Resigned,no
Male,Human,Engineering,Engineering,no
Male,Bajoran,Marines,Engineering,no
Male,Human,Engineering,Engineering,yes
Female,Bajoran,Operations,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Betazoid,Engineering,Resigned,no
Male,Bajoran,Engineering,Engineering,no
Male,Betazoid,Security,Resigned,yes
Male,Human,Operations,Operations,yes
Male,Human,Security,Resigned,no
Female,Human,Marines,Intelligence,no
Male,Betazoid,Engineering,Engineering,yes
Male,Human,Engineering,Engineering,no
Male,Human,Tactical,Resigned,no
Male,Human,Marines,Intelligence,yes
Female,Human,Tactical,Resigned,no
Female,Human,Personnel,Operations,no
Male,Human,Marines,Intelligence,yes
Male,Human,Tactical,Intelligence,no
Male,Human,Engineering,Engineering,no
Male,Human,Marines,Resigned,no
Male,Human,Tactical,Intelligence,no
Male,Human,Intelligence,Resigned,no
Male,Bajoran,Security,Resigned,yes
Male,Human,Engineering,Engineering,yes
Male,Human,Engineering,Resigned,no
Male,Human,Engineering,Resigned,no
Male,Human,Tactical,Intelligence,no
Male,Human,Engineering,Resigned,no
Male,Human,Medical,Intelligence,no
Male,Human,Security,Security,yes
Male,Human,Security,Resigned,yes
Male,Human,Intelligence,Engineering,yes
Female,Bajoran,Marines,Intelligence,no
Male,Human,Medical,Medical,yes
Male,Human,Intelligence,Resigned,no
Male,Human,Tactical,Resigned,yes
Male,Human,Security,Security,yes
Male,Human,Security,Resigned,yes
Male,Bajoran,Personnel,Resigned,no
Male,Human,Engineering,Resigned,no
Male,Betazoid,Marines,Resigned,no
Female,Human,Medical,Resigned,no
Male,Human,Medical,Resigned,no
Male,Betazoid,Security,Resigned,yes
Female,Human,Operations,Operations,yes
Female,Betazoid,Tactical,Resigned,no
Female,Betazoid,Marines,Medical,yes
Male,Betazoid,Tactical,Intelligence,no
Male,Human,Intelligence,Marines,no
Male,Bajoran,Personnel,Operations,no
Male,Human,Security,Resigned,yes
Male,Human,Engineering,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Human,Security,Resigned,no
Male,Human,Marines,Resigned,no
Male,Human,Personnel,Resigned,no
Male,Human,Medical,Resigned,no
Male,Human,Tactical,Operations,yes
Female,Human,Engineering,Resigned,no
Female,Bajoran,Medical,Tactical,no
Male,Bajoran,Medical,Medical,no
Male,Vulcan,Security,Resigned,yes
Male,Human,Tactical,Resigned,no
Male,Human,Medical,Intelligence,yes
Male,Human,Engineering,Resigned,no
Male,Betazoid,Operations,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Bajoran,Marines,Resigned,no
Male,Human,Medical,Medical,yes
Male,Human,Security,Resigned,no
Male,Human,Engineering,Engineering,no
Male,Bajoran,Intelligence,Marines,no
Male,Vulcan,Operations,Resigned,no
Male,Human,Medical,Resigned,yes
Male,Betazoid,Marines,Intelligence,no
Male,Vulcan,Engineering,Resigned,no
Male,Human,Security,Security,yes
Male,Human,Intelligence,Security,no
Male,Betazoid,Tactical,Resigned,no
Male,Betazoid,Marines,Resigned,no
Male,Human,Medical,Resigned,no
Male,Human,Personnel,Tactical,no
Male,Betazoid,Tactical,Resigned,yes
Male,Human,Security,Intelligence,yes
Female,Vulcan,Engineering,Resigned,no
Female,Human,Security,Tactical,yes
Female,Betazoid,Medical,Resigned,yes
Male,Human,Security,Resigned,no
Female,Human,Tactical,Resigned,yes
Male,Betazoid,Operations,Operations,no
Male,Betazoid,Tactical,Tactical,yes
Male,Human,Engineering,Resigned,no
Female,Human,Personnel,Resigned,no
Male,Bajoran,Tactical,Tactical,no
Male,Human,Marines,Resigned,no
Male,Bajoran,Security,Resigned,yes
Male,Bajoran,Engineering,Resigned,no
Male,Betazoid,Medical,Resigned,no
Male,Vulcan,Security,Security,yes
Male,Human,Intelligence,Resigned,no
Male,Human,Engineering,Medical,no
Male,Human,Intelligence,Resigned,no
Male,Human,Medical,Resigned,no
Female,Human,Security,Security,yes
Female,Betazoid,Medical,Medical,yes
Male,Bajoran,Security,Resigned,no
Male,Human,Medical,Resigned,no
Female,Bajoran,Engineering,Resigned,yes
Female,Human,Medical,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Human,Medical,Resigned,no
Male,Human,Marines,Resigned,yes
Male,Human,Tactical,Resigned,no
Male,Human,Operations,Resigned,no
Male,Human,Tactical,Resigned,yes
Male,Human,Engineering,Resigned,no
Male,Human,Engineering,Engineering,no
Male,Human,Tactical,Resigned,no
Male,Human,Security,Resigned,no
Male,Human,Operations,Operations,no
Male,Betazoid,Engineering,Resigned,no
Male,Human,Personnel,Resigned,no
Male,Human,Security,Security,yes
Male,Vulcan,Marines,Security,no
Male,Human,Security,Resigned,no
Male,Human,Security,Resigned,no
Male,Bajoran,Engineering,Tactical,yes
Male,Human,Security,Resigned,no
Male,Human,Security,Resigned,no
Male,Human,Tactical,Security,no
Male,Betazoid,Medical,Resigned,no
Female,Human,Security,Security,yes
Male,Bajoran,Medical,Medical,yes
Male,Human,Medical,Resigned,no
Male,Human,Medical,Resigned,no
Male,Vulcan,Security,Security,no
Male,Betazoid,Engineering,Personnel,no
Male,Human,Tactical,Resigned,yes
Male,Human,Security,Security,yes
Male,Vulcan,Operations,Resigned,no
Male,Human,Marines,Security,no
Male,Vulcan,Medical,Resigned,no
Male,Human,Tactical,Intelligence,no
Male,Human,Engineering,Resigned,no
Male,Human,Marines,Resigned,no
Male,Betazoid,Engineering,Resigned,yes
Male,Human,Medical,Resigned,no
Male,Human,Tactical,Resigned,yes
Male,Human,Security,Intelligence,no
Male,Human,Security,Resigned,yes
Male,Human,Tactical,Resigned,no
Male,Human,Engineering,Personnel,no
Female,Human,Tactical,Tactical,no
Male,Human,Engineering,Engineering,yes
Male,Human,Security,Resigned,no
Male,Human,Intelligence,Resigned,no
Male,Betazoid,Tactical,Tactical,yes
Male,Betazoid,Tactical,Tactical,yes
Male,Human,Tactical,Resigned,no
Male,Human,Security,Resigned,no
Male,Bajoran,Engineering,Resigned,no
Male,Human,Tactical,Tactical,yes
Male,Human,Engineering,Engineering,yes
Male,Human,Engineering,Resigned,no
Female,Betazoid,Operations,Resigned,no
Male,Bajoran,Engineering,Intelligence,no
Female,Human,Engineering,Personnel,no
Male,Human,Engineering,Personnel,no
Male,Human,Tactical,Resigned,yes
Male,Human,Medical,Resigned,yes
Male,Human,Engineering,Engineering,yes
Male,Betazoid,Engineering,Engineering,yes
Male,Human,Engineering,Resigned,no
Male,Human,Intelligence,Resigned,yes
Male,Human,Engineering,Intelligence,no
Male,Human,Engineering,Intelligence,yes
Male,Human,Tactical,Resigned,no
Male,Human,Engineering,Engineering,yes
Male,Human,Marines,Tactical,no
Male,Human,Medical,Resigned,no
Male,Human,Tactical,Engineering,no
Male,Human,Engineering,Resigned,yes
Male,Human,Marines,Engineering,no
Male,Vulcan,Operations,Resigned,no
Male,Bajoran,Engineering,Resigned,no
Male,Bajoran,Engineering,Resigned,no
Male,Bajoran,Intelligence,Engineering,no
Male,Betazoid,Engineering,Resigned,yes
Male,Human,Marines,Engineering,no
Male,Bajoran,Medical,Medical,no
Male,Human,Tactical,Resigned,no
Male,Betazoid,Engineering,Engineering,no
Male,Human,Medical,Marines,no
Male,Human,Tactical,Personnel,yes
Male,Vulcan,Engineering,Engineering,no
Male,Betazoid,Tactical,Intelligence,yes
Female,Vulcan,Medical,Resigned,no
Male,Human,Medical,Resigned,yes
Male,Human,Tactical,Security,yes
Male,Human,Engineering,Resigned,no
